{  4.18490e-05,  0.000246010,  1.89510e-06, -7.01800e-06}
{  3.48370e-05,  0.000278650,  2.63040e-06, -8.60730e-06}
{  3.51890e-05,  0.000277180,  2.11520e-06, -1.04610e-05}
{  4.29040e-05,  0.000241590,  3.49380e-07, -1.25780e-05}
{  5.60370e-05,  0.000185640, -2.16790e-06, -1.43680e-05}
{  6.82690e-05,  0.000154090, -3.81470e-06, -1.39050e-05}
{  7.91110e-05,  0.000150360, -4.46650e-06, -1.10410e-05}
{  8.99520e-05,  0.000172590, -4.20420e-06, -6.06750e-06}
{  0.000118820,  0.000196410, -4.08330e-06, -2.76880e-06}
{  0.000171250,  0.000214300, -4.42840e-06, -2.30940e-06}
{  0.000247250,  0.000226280, -5.23960e-06, -4.68910e-06}
{  0.000324220,  0.000210430, -6.92580e-06, -7.09920e-06}
{  0.000379530,  0.000144840, -9.89610e-06, -6.73080e-06}
{  0.000413190,  2.95260e-05, -1.41500e-05, -3.58400e-06}
{  0.000423410, -0.000109350, -1.86460e-05,  1.21670e-06}
{  0.000404320, -0.000186700, -1.99940e-05,  4.01600e-06}
{  0.000355480, -0.000195970, -1.79330e-05,  4.53270e-06}
{  0.000280740, -0.000141890, -1.27770e-05,  2.90510e-06}
{  0.000230270, -8.56980e-05, -8.58720e-06,  9.29210e-07}
{  0.000219500, -4.62470e-05, -6.61450e-06, -8.42150e-07}
{  9.70900e-05,  0.000407630,  1.79880e-06, -1.46270e-05}
{  8.38470e-05,  0.000466620,  3.69980e-06, -1.77360e-05}
{  8.33170e-05,  0.000475820,  2.83490e-06, -2.11690e-05}
{  9.55020e-05,  0.000435220, -7.95770e-07, -2.49240e-05}
{  0.000117610,  0.000363550, -6.07480e-06, -2.78960e-05}
{  0.000140590,  0.000321650, -9.37000e-06, -2.64830e-05}
{  0.000163740,  0.000314200, -1.04020e-05, -2.04100e-05}
{  0.000188670,  0.000339010, -9.35800e-06, -1.02620e-05}
{  0.000236520,  0.000367750, -8.66990e-06, -3.64840e-06}
{  0.000313760,  0.000391660, -9.08600e-06, -2.91020e-06}
{  0.000420400,  0.000410770, -1.06060e-05, -8.04760e-06}
{  0.000526040,  0.000392160, -1.40390e-05, -1.32070e-05}
{  0.000600240,  0.000302900, -2.01920e-05, -1.25350e-05}
{  0.000643020,  0.000143010, -2.90650e-05, -6.03180e-06}
{  0.000652380, -5.31340e-05, -3.84910e-05,  3.96370e-06}
{  0.000621910, -0.000173790, -4.14260e-05,  9.84930e-06}
{  0.000551110, -0.000210360, -3.73260e-05,  1.10400e-05}
{  0.000445500, -0.000168000, -2.68280e-05,  7.80650e-06}
{  0.000377030, -0.000113670, -1.81950e-05,  3.66380e-06}
{  0.000367830, -6.79980e-05, -1.39710e-05, -3.06330e-07}
{  0.000197610,  0.000550280, -1.48550e-07, -2.11510e-05}
{  0.000184680,  0.000634230,  3.29340e-06, -2.58250e-05}
{  0.000185530,  0.000657750,  2.29020e-06, -3.06520e-05}
{  0.000200160,  0.000620850, -3.15800e-06, -3.56310e-05}
{  0.000226460,  0.000544760, -1.12340e-05, -3.92590e-05}
{  0.000257570,  0.000498480, -1.60300e-05, -3.66480e-05}
{  0.000292970,  0.000487320, -1.70930e-05, -2.74240e-05}
{  0.000334160,  0.000509110, -1.47370e-05, -1.24440e-05}
{  0.000400670,  0.000535810, -1.30580e-05, -2.86490e-06}
{  0.000498510,  0.000558790, -1.33190e-05, -2.12020e-06}
{  0.000627690,  0.000578060, -1.55170e-05, -1.02100e-05}
{  0.000750960,  0.000554230, -2.07100e-05, -1.82780e-05}
{  0.000831090,  0.000447930, -2.99510e-05, -1.74700e-05}
{  0.000868070,  0.000259180, -4.32410e-05, -7.78650e-06}
{  0.000862090,  2.57400e-05, -5.73500e-05,  7.26520e-06}
{  0.000813690, -0.000129570, -6.17840e-05,  1.62830e-05}
{  0.000722930, -0.000197300, -5.57340e-05,  1.83900e-05}
{  0.000596250, -0.000182120, -4.01390e-05,  1.39600e-05}
{  0.000517590, -0.000144560, -2.72010e-05,  7.84090e-06}
{  0.000512760, -0.000103250, -2.06730e-05,  1.52500e-06}
{  0.000340070,  0.000676450, -3.51310e-06, -2.55700e-05}
{  0.000330020,  0.000780900,  1.77500e-06, -3.20910e-05}
{  0.000334640,  0.000818010,  8.33940e-07, -3.83830e-05}
{  0.000353940,  0.000787780, -6.33630e-06, -4.44470e-05}
{  0.000386240,  0.000712420, -1.71550e-05, -4.84860e-05}
{  0.000426090,  0.000664080, -2.32360e-05, -4.46670e-05}
{  0.000473070,  0.000648320, -2.39340e-05, -3.25410e-05}
{  0.000528570,  0.000663200, -1.97140e-05, -1.32150e-05}
{  0.000610430,  0.000683580, -1.66330e-05, -1.09810e-06}
{  0.000724140,  0.000701730, -1.65530e-05, -6.21800e-07}
{  0.000869720,  0.000717640, -1.94760e-05, -1.17870e-05}
{   0.00100510,  0.000686750, -2.64540e-05, -2.28470e-05}
{   0.00108830,  0.000564460, -3.85390e-05, -2.20580e-05}
{   0.00111920,  0.000350790, -5.57330e-05, -9.41890e-06}
{   0.00109920,  8.57390e-05, -7.38910e-05,  1.04740e-05}
{   0.00103280, -0.000100650, -7.95440e-05,  2.26850e-05}
