{   -0.0317500,   -0.0198490,   0.00164450,  -0.00113560}
{   -0.0131350,    0.0172460,  0.000828300,  -0.00188590}
{  -0.00336210,    0.0346600,  0.000461730,  -0.00222830}
{  -0.00242990,    0.0323940,  0.000544850,  -0.00216280}
{  -0.00772430,    0.0160750,  0.000914040,  -0.00177740}
{   -0.0107470,   0.00399880,   0.00103750,  -0.00135820}
{   -0.0108450,  -0.00242770,  0.000874430, -0.000927160}
{  -0.00880450,  -0.00313670,  0.000474350, -0.000488040}
{   -0.0148550,   0.00275360,  0.000482250, -9.03190e-05}
{   -0.0321440,    0.0155140,   0.00109660,  0.000250790}
{   -0.0606710,    0.0351460,   0.00231740,  0.000535280}
{   -0.0845540,    0.0637410,   0.00304040,  0.000983440}
{   -0.0879100,     0.103390,   0.00216150,   0.00181560}
{   -0.0707390,     0.154100, -0.000319340,   0.00303170}
{   -0.0419400,     0.202800,  -0.00356970,   0.00430100}
{   -0.0304360,     0.207010,  -0.00488440,   0.00454860}
{   -0.0384500,     0.163450,  -0.00405530,   0.00369200}
{   -0.0636990,    0.0769850,  -0.00127960,   0.00182130}
{   -0.0764810,    0.0105700,  0.000879650,  0.000111680}
{   -0.0676590,   -0.0164190,   0.00163390,  -0.00107550}
{  -0.00434140,   -0.0199090,   0.00325620,  -0.00255910}
{    0.0210240,    0.0277930,   0.00162090,  -0.00379260}
{    0.0317460,    0.0483220,  0.000923400,  -0.00439730}
{    0.0278250,    0.0416760,   0.00116370,  -0.00437330}
{    0.0140070,    0.0158240,   0.00199050,  -0.00385380}
{   0.00571980,  -0.00333990,   0.00226280,  -0.00327130}
{   0.00415010,   -0.0138240,   0.00189270,  -0.00265910}
{   0.00795030,   -0.0157170,  0.000987930,  -0.00200370}
{ -0.000396680,   -0.0101880,  0.000950250,  -0.00112730}
{   -0.0262810,   0.00240360,   0.00221090,  2.45750e-05}
{   -0.0697010,    0.0220580,   0.00476990,   0.00145200}
{    -0.106710,    0.0531740,   0.00628270,   0.00290890}
{    -0.113350,     0.100150,   0.00440480,   0.00414930}
{   -0.0896160,     0.162990, -0.000863700,   0.00517320}
{   -0.0470070,     0.224450,  -0.00775760,   0.00582640}
{   -0.0228540,     0.228510,   -0.0105390,   0.00560830}
{   -0.0200280,     0.170870,  -0.00876770,   0.00448040}
{   -0.0363670,    0.0580870,  -0.00285030,   0.00250610}
{   -0.0437430,   -0.0243910,   0.00191220,  0.000512660}
{   -0.0335030,   -0.0502800,   0.00388900,  -0.00124560}
{   -0.0304350,   0.00230510,   0.00413830,  -0.00375230}
{    0.0152930,    0.0467240,   0.00183220,  -0.00509060}
{    0.0354910,    0.0651040,  0.000899780,  -0.00571660}
{    0.0301600,    0.0574440,   0.00134090,  -0.00563020}
{   0.00734850,    0.0312360,   0.00263660,  -0.00500600}
{  -0.00678760,    0.0108280,   0.00309950,  -0.00441110}
