{     0.300000,     -3.14159,     -9.79897}
{     0.300000,     -3.13668,     -8.59941}
{     0.300000,     -3.13178,     -7.42994}
{     0.300000,     -3.12687,     -6.31320}
{     0.300000,     -3.12196,     -5.26047}
{     0.300000,     -3.11705,     -4.27246}
{     0.300000,     -3.11214,     -3.34293}
{     0.300000,     -3.10723,     -2.46231}
{     0.300000,     -3.10232,     -1.61966}
{     0.300000,     -3.09741,    -0.803143}
{     0.300000,     -3.09251, -6.79283e-14}
{     0.300000,     -3.08760,     0.803143}
{     0.300000,     -3.08269,      1.61966}
{     0.300000,     -3.07778,      2.46231}
{     0.300000,     -3.07287,      3.34293}
{     0.300000,     -3.06796,      4.27246}
{     0.300000,     -3.06305,      5.26047}
{     0.300000,     -3.05814,      6.31320}
{     0.300000,     -3.05324,      7.42994}
{     0.300000,     -3.04833,      8.59941}
{     0.304027,     -3.14159,     -9.77752}
{     0.304027,     -3.13668,     -8.57795}
{     0.304027,     -3.13178,     -7.40884}
{     0.304027,     -3.12687,     -6.29307}
{     0.304027,     -3.12196,     -5.24201}
{     0.304027,     -3.11705,     -4.25627}
{     0.304027,     -3.11214,     -3.32948}
{     0.304027,     -3.10723,     -2.45193}
{     0.304027,     -3.10232,     -1.61260}
{     0.304027,     -3.09741,    -0.799567}
{     0.304027,     -3.09251, -6.76230e-14}
{     0.304027,     -3.08760,     0.799567}
{     0.304027,     -3.08269,      1.61260}
{     0.304027,     -3.07778,      2.45193}
{     0.304027,     -3.07287,      3.32948}
{     0.304027,     -3.06796,      4.25627}
{     0.304027,     -3.06305,      5.24201}
{     0.304027,     -3.05814,      6.29307}
{     0.304027,     -3.05324,      7.40884}
{     0.304027,     -3.04833,      8.57795}
{     0.308054,     -3.14159,     -9.75621}
{     0.308054,     -3.13668,     -8.55663}
{     0.308054,     -3.13178,     -7.38789}
{     0.308054,     -3.12687,     -6.27310}
{     0.308054,     -3.12196,     -5.22370}
{     0.308054,     -3.11705,     -4.24022}
{     0.308054,     -3.11214,     -3.31614}
{     0.308054,     -3.10723,     -2.44163}
{     0.308054,     -3.10232,     -1.60559}
{     0.308054,     -3.09741,    -0.796019}
{     0.308054,     -3.09251, -6.73211e-14}
{     0.308054,     -3.08760,     0.796019}
{     0.308054,     -3.08269,      1.60559}
{     0.308054,     -3.07778,      2.44163}
{     0.308054,     -3.07287,      3.31614}
{     0.308054,     -3.06796,      4.24022}
{     0.308054,     -3.06305,      5.22370}
{     0.308054,     -3.05814,      6.27310}
{     0.308054,     -3.05324,      7.38789}
{     0.308054,     -3.04833,      8.55663}
{     0.312081,     -3.14159,     -9.73507}
{     0.312081,     -3.13668,     -8.53550}
{     0.312081,     -3.13178,     -7.36712}
{     0.312081,     -3.12687,     -6.25331}
{     0.312081,     -3.12196,     -5.20554}
{     0.312081,     -3.11705,     -4.22430}
{     0.312081,     -3.11214,     -3.30291}
{     0.312081,     -3.10723,     -2.43143}
{     0.312081,     -3.10232,     -1.59865}
{     0.312081,     -3.09741,    -0.792500}
{     0.312081,     -3.09251, -6.70228e-14}
{     0.312081,     -3.08760,     0.792500}
{     0.312081,     -3.08269,      1.59865}
{     0.312081,     -3.07778,      2.43143}
{     0.312081,     -3.07287,      3.30291}
{     0.312081,     -3.06796,      4.22430}
{     0.312081,     -3.06305,      5.20554}
{     0.312081,     -3.05814,      6.25331}
{     0.312081,     -3.05324,      7.36712}
{     0.312081,     -3.04833,      8.53550}
{     0.316107,     -3.14159,     -9.71412}
{     0.316107,     -3.13668,     -8.51455}
{     0.316107,     -3.13178,     -7.34654}
{     0.316107,     -3.12687,     -6.23370}
{     0.316107,     -3.12196,     -5.18757}
{     0.316107,     -3.11705,     -4.20854}
{     0.316107,     -3.11214,     -3.28981}
{     0.316107,     -3.10723,     -2.42131}
{     0.316107,     -3.10232,     -1.59176}
{     0.316107,     -3.09741,    -0.789012}
{     0.316107,     -3.09251, -6.67244e-14}
{     0.316107,     -3.08760,     0.789012}
{     0.316107,     -3.08269,      1.59176}
{     0.316107,     -3.07778,      2.42131}
{     0.316107,     -3.07287,      3.28981}
{     0.316107,     -3.06796,      4.20854}
{     0.316107,     -3.06305,      5.18757}
{     0.316107,     -3.05814,      6.23370}
{     0.316107,     -3.05324,      7.34654}
{     0.316107,     -3.04833,      8.51455}
{     0.320134,     -3.14159,     -9.69338}
{     0.320134,     -3.13668,     -8.49383}
{     0.320134,     -3.13178,     -7.32618}
{     0.320134,     -3.12687,     -6.21429}
{     0.320134,     -3.12196,     -5.16977}
{     0.320134,     -3.11705,     -4.19293}
{     0.320134,     -3.11214,     -3.27683}
{     0.320134,     -3.10723,     -2.41130}
{     0.320134,     -3.10232,     -1.58494}
{     0.320134,     -3.09741,    -0.785557}
{     0.320134,     -3.09251, -6.64295e-14}
{     0.320134,     -3.08760,     0.785557}
{     0.320134,     -3.08269,      1.58494}
{     0.320134,     -3.07778,      2.41130}
{     0.320134,     -3.07287,      3.27683}
{     0.320134,     -3.06796,      4.19293}
{     0.320134,     -3.06305,      5.16977}
{     0.320134,     -3.05814,      6.21429}
{     0.320134,     -3.05324,      7.32618}
{     0.320134,     -3.04833,      8.49383}
{     0.324161,     -3.14159,     -9.67288}
{     0.324161,     -3.13668,     -8.47333}
{     0.324161,     -3.13178,     -7.30605}
{     0.324161,     -3.12687,     -6.19510}
{     0.324161,     -3.12196,     -5.15217}
{     0.324161,     -3.11705,     -4.17749}
{     0.324161,     -3.11214,     -3.26399}
{     0.324161,     -3.10723,     -2.40138}
{     0.324161,     -3.10232,     -1.57818}
{     0.324161,     -3.09741,    -0.782134}
{     0.324161,     -3.09251, -6.61398e-14}
{     0.324161,     -3.08760,     0.782134}
{     0.324161,     -3.08269,      1.57818}
{     0.324161,     -3.07778,      2.40138}
{     0.324161,     -3.07287,      3.26399}
{     0.324161,     -3.06796,      4.17749}
{     0.324161,     -3.06305,      5.15217}
{     0.324161,     -3.05814,      6.19510}
{     0.324161,     -3.05324,      7.30605}
{     0.324161,     -3.04833,      8.47333}
{     0.328188,     -3.14159,     -9.65263}
{     0.328188,     -3.13668,     -8.45310}
{     0.328188,     -3.13178,     -7.28617}
{     0.328188,     -3.12687,     -6.17615}
{     0.328188,     -3.12196,     -5.13478}
{     0.328188,     -3.11705,     -4.16222}
{     0.328188,     -3.11214,     -3.25129}
{     0.328188,     -3.10723,     -2.39156}
{     0.328188,     -3.10232,     -1.57150}
{     0.328188,     -3.09741,    -0.778746}
{     0.328188,     -3.09251, -6.58501e-14}
{     0.328188,     -3.08760,     0.778746}
{     0.328188,     -3.08269,      1.57150}
{     0.328188,     -3.07778,      2.39156}
{     0.328188,     -3.07287,      3.25129}
{     0.328188,     -3.06796,      4.16222}
{     0.328188,     -3.06305,      5.13478}
{     0.328188,     -3.05814,      6.17615}
{     0.328188,     -3.05324,      7.28617}
{     0.328188,     -3.04833,      8.45310}
{     0.332215,     -3.14159,     -9.63268}
{     0.332215,     -3.13668,     -8.43314}
{     0.332215,     -3.13178,     -7.26655}
{     0.332215,     -3.12687,     -6.15743}
{     0.332215,     -3.12196,     -5.11760}
{     0.332215,     -3.11705,     -4.14714}
{     0.332215,     -3.11214,     -3.23873}
{     0.332215,     -3.10723,     -2.38186}
{     0.332215,     -3.10232,     -1.56489}
{     0.332215,     -3.09741,    -0.775393}
{     0.332215,     -3.09251, -6.55639e-14}
{     0.332215,     -3.08760,     0.775393}
{     0.332215,     -3.08269,      1.56489}
{     0.332215,     -3.07778,      2.38186}
{     0.332215,     -3.07287,      3.23873}
{     0.332215,     -3.06796,      4.14714}
{     0.332215,     -3.06305,      5.11760}
{     0.332215,     -3.05814,      6.15743}
{     0.332215,     -3.05324,      7.26655}
{     0.332215,     -3.04833,      8.43314}
{     0.336242,     -3.14159,     -9.61303}
{     0.336242,     -3.13668,     -8.41348}
{     0.336242,     -3.13178,     -7.24721}
{     0.336242,     -3.12687,     -6.13898}
{     0.336242,     -3.12196,     -5.10065}
{     0.336242,     -3.11705,     -4.13225}
{     0.336242,     -3.11214,     -3.22633}
{     0.336242,     -3.10723,     -2.37227}
{     0.336242,     -3.10232,     -1.55835}
{     0.336242,     -3.09741,    -0.772077}
{     0.336242,     -3.09251, -6.52828e-14}
{     0.336242,     -3.08760,     0.772077}
{     0.336242,     -3.08269,      1.55835}
{     0.336242,     -3.07778,      2.37227}
{     0.336242,     -3.07287,      3.22633}
{     0.336242,     -3.06796,      4.13225}
{     0.336242,     -3.06305,      5.10065}
{     0.336242,     -3.05814,      6.13898}
{     0.336242,     -3.05324,      7.24721}
{     0.336242,     -3.04833,      8.41348}
{     0.340268,     -3.14159,     -9.59371}
{     0.340268,     -3.13668,     -8.39413}
{     0.340268,     -3.13178,     -7.22817}
{     0.340268,     -3.12687,     -6.12080}
{     0.340268,     -3.12196,     -5.08394}
{     0.340268,     -3.11705,     -4.11755}
{     0.340268,     -3.11214,     -3.21409}
{     0.340268,     -3.10723,     -2.36279}
{     0.340268,     -3.10232,     -1.55188}
{     0.340268,     -3.09741,    -0.768799}
{     0.340268,     -3.09251, -6.50018e-14}
{     0.340268,     -3.08760,     0.768799}
{     0.340268,     -3.08269,      1.55188}
{     0.340268,     -3.07778,      2.36279}
{     0.340268,     -3.07287,      3.21409}
{     0.340268,     -3.06796,      4.11755}
{     0.340268,     -3.06305,      5.08394}
{     0.340268,     -3.05814,      6.12080}
{     0.340268,     -3.05324,      7.22817}
{     0.340268,     -3.04833,      8.39413}
{     0.344295,     -3.14159,     -9.57473}
{     0.344295,     -3.13668,     -8.37512}
{     0.344295,     -3.13178,     -7.20944}
{     0.344295,     -3.12687,     -6.10290}
{     0.344295,     -3.12196,     -5.06748}
{     0.344295,     -3.11705,     -4.10307}
{     0.344295,     -3.11214,     -3.20200}
{     0.344295,     -3.10723,     -2.35344}
